,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
1180,100001181,Male,Single,39,High school,116137,Unemployed,Mid-sized city
1181,100001182,Male,Single,31,High school,143081,Skilled employee/Official,Mid-sized city
1182,100001183,Male,Single,33,High school,155870,Management/High qualified employee,Big city
1183,100001184,Male,Non-single,31,High school,106924,Unemployed,Mid-sized city
1184,100001185,Male,Single,42,High school,102133,Skilled employee/Official,Mid-sized city
1185,100001186,Male,Single,61,University,,Unemployed,Mid-sized city
1186,100001187,Male,Single,38,High school,,Management/High qualified employee,Big city
1187,100001188,Male,Single,33,High school,,Unemployed,Mid-sized city
1188,100001189,Male,Single,48,High school,159714,Skilled employee/Official,Big city
1189,100001190,Male,Single,31,High school,121852,Unemployed,Mid-sized city
1190,100001191,Male,Single,52,High school,141271,Management/High qualified employee,Big city
1191,100001192,Male,Non-single,27,High school,123213,Skilled employee/Official,Big city
1192,100001193,Male,Single,40,High school,143723,Management/High qualified employee,Mid-sized city
1193,100001194,Male,Single,34,High school,,Unemployed,Mid-sized city
1194,100001195,Male,Non-single,26,High school,97932,Management/High qualified employee,Big city
1195,100001196,Male,Single,30,High school,,Unemployed,Mid-sized city
1196,100001197,Male,Single,53,High school,177179,Skilled employee/Official,Mid-sized city
1197,100001198,Male,Single,,High school,128052,Skilled employee/Official,Big city
1198,100001199,Male,Single,32,High school,114617,Management/High qualified employee,Mid-sized city
1199,100001200,Male,Single,35,High school,182822,Management/High qualified employee,Big city
1200,100001201,Male,Non-single,26,High school,177215,Skilled employee/Official,Big city
1201,100001202,Male,Single,30,High school,110929,Skilled employee/Official,Mid-sized city
1202,100001203,Male,Single,37,High school,111821,Skilled employee/Official,Mid-sized city
1203,100001204,Male,Single,32,High school,97306,Management/High qualified employee,Mid-sized city
1204,100001205,Male,Non-single,40,High school,157231,Skilled employee/Official,Mid-sized city
1205,100001206,Male,Single,44,High school,,Unemployed,Big city
1206,100001207,Male,Single,43,High school,133243,Skilled employee/Official,Big city
1207,100001208,Male,Single,51,High school,112250,Skilled employee/Official,Mid-sized city
1208,100001209,Male,Single,37,High school,,Unemployed,Mid-sized city
1209,100001210,Male,Single,33,High school,151421,Skilled employee/Official,Big city
1210,100001211,Male,Non-single,32,High school,,Management/High qualified employee,Mid-sized city
1211,100001212,Male,Single,35,High school,,Unemployed,Big city
1212,100001213,Male,Non-single,30,High school,113012,Skilled employee/Official,Mid-sized city
1213,100001214,Male,Non-single,35,High school,154585,Management/High qualified employee,Big city
1214,100001215,Male,Single,40,High school,,Management/High qualified employee,Mid-sized city
1215,100001216,Male,Single,37,High school,141632,Management/High qualified employee,Big city
1216,100001217,Male,Single,37,High school,105055,Skilled employee/Official,Big city
1217,100001218,Male,Single,37,High school,124597,Skilled employee/Official,Big city
1218,100001219,Male,Single,53,High school,160164,Management/High qualified employee,Mid-sized city
1219,100001220,Male,Single,34,High school,151754,Management/High qualified employee,Mid-sized city
1220,100001221,Male,Single,51,High school,155551,Skilled employee/Official,Mid-sized city
1221,100001222,Male,Non-single,26,High school,,Skilled employee/Official,Big city
1222,100001223,Male,Single,34,High school,175800,Unemployed,Mid-sized city
1223,100001224,Male,Single,51,High school,,Management/High qualified employee,Mid-sized city
1224,100001225,Male,Single,33,High school,,Skilled employee/Official,Big city
1225,100001226,Male,Married,32,High school,117796,Unemployed,Big city
1226,100001227,Male,Single,39,High school,115363,Skilled employee/Official,Mid-sized city
1227,100001228,Male,Single,53,High school,,Skilled employee/Official,Mid-sized city
1228,100001229,Male,Single,34,High school,,Management/High qualified employee,Big city
1229,100001230,Male,Single,37,High school,140341,Skilled employee/Official,Big city
1230,100001231,Male,Married,,High school,114503,Skilled employee/Official,Mid-sized city
1231,100001232,Male,Married,25,High school,102937,Skilled employee/Official,Big city
1232,100001233,Male,Single,36,High school,151781,Management/High qualified employee,Big city
1233,100001234,Male,Non-single,36,High school,123133,Skilled employee/Official,Big city
1234,100001235,Male,Single,35,High school,118879,Skilled employee/Official,Big city
1235,100001236,Male,Non-single,21,High school,158683,Skilled employee/Official,Mid-sized city
1236,100001237,Male,Non-single,29,High school,107514,Skilled employee/Official,Big city
1237,100001238,Male,Single,60,University,193879,Skilled employee/Official,Mid-sized city
1238,100001239,Male,Single,45,High school,135043,Skilled employee/Official,Mid-sized city
1239,100001240,Male,Non-single,56,University,,Unemployed,Mid-sized city
1240,100001241,Male,Non-single,30,High school,121038,Skilled employee/Official,Big city
1241,100001242,Male,Single,52,High school,151947,Management/High qualified employee,Big city
1242,100001243,Male,Non-single,26,High school,118820,Skilled employee/Official,Mid-sized city
1243,100001244,Male,Single,43,High school,121517,Skilled employee/Official,Mid-sized city
1244,100001245,Male,Single,34,High school,113572,Skilled employee/Official,Mid-sized city
1245,100001246,Male,Non-single,22,High school,,Skilled employee/Official,Big city
1246,100001247,Male,Single,42,High school,,Unemployed,Mid-sized city
1247,100001248,Male,Single,38,High school,124554,Unemployed,Mid-sized city
1248,100001249,Male,Non-single,29,High school,115988,Skilled employee/Official,Big city
1249,100001250,Male,Single,44,High school,107301,Skilled employee/Official,Big city
1250,100001251,Male,Non-single,29,High school,103767,Management/High qualified employee,Megapolis
1251,100001252,Male,Single,44,High school,141493,Skilled employee/Official,Big city
1252,100001253,Male,Single,38,High school,154339,Skilled employee/Official,Big city
1253,100001254,Male,Married,26,High school,112369,Unemployed,Mid-sized city
1254,100001255,Male,Single,53,High school,158193,Skilled employee/Official,Mid-sized city
1255,100001256,Male,Single,43,High school,,Skilled employee/Official,Mid-sized city
1256,100001257,Male,Single,33,High school,121890,Skilled employee/Official,Mid-sized city
1257,100001258,Male,Single,52,High school,127609,Unemployed,Mid-sized city
1258,100001259,Male,,26,High school,94650,Unemployed,Big city
1259,100001260,Male,Single,,High school,175504,Management/High qualified employee,Mid-sized city
1260,100001261,Male,Single,47,High school,165495,Skilled employee/Official,Big city
1261,100001262,Male,Non-single,26,High school,120389,Skilled employee/Official,Mid-sized city
1262,100001263,Male,Non-single,36,High school,165340,Skilled employee/Official,Mid-sized city
1263,100001264,Male,Single,36,High school,119804,Skilled employee/Official,Mid-sized city
1264,100001265,Male,Single,57,University,154344,Management/High qualified employee,Mid-sized city
1265,100001266,Male,Non-single,31,High school,106266,Management/High qualified employee,Big city
1266,100001267,Male,Single,45,High school,136129,Skilled employee/Official,Mid-sized city
1267,100001268,Male,Single,40,High school,151914,Management/High qualified employee,Mid-sized city
1268,100001269,Male,Non-single,21,High school,121473,Skilled employee/Official,Mid-sized city
1269,100001270,Male,Single,46,High school,127147,Skilled employee/Official,Big city
1270,100001271,Male,Single,35,High school,,Skilled employee/Official,Big city
1271,100001272,Male,Non-single,,High school,,Unemployed,Big city
1272,100001273,Male,Single,51,High school,124990,Skilled employee/Official,Big city
1273,100001274,Male,Non-single,21,High school,101471,Management/High qualified employee,Mid sized city
1274,100001275,Male,,48,High school,155708,Skilled employee/Official,Mid-sized city
1275,100001276,Male,Single,48,High school,142345,Skilled employee/Official,Big city
1276,100001277,Male,Single,68,University,148675,Unemployed,Mid-sized city
1277,100001278,Male,Non-single,45,University,116484,Skilled employee/Official,Big city
1278,100001279,Male,Single,35,High school,,Management/High qualified employee,Big city
1279,100001280,Male,Non-single,22,High school,100273,Skilled employee/Official,Big city
1280,100001281,Male,Single,44,High school,122292,Unemployed,Mid-sized city
1281,100001282,Male,Single,52,High school,159216,Skilled employee/Official,Mid-sized city
1282,100001283,Male,Single,48,High school,,Skilled employee/Official,Big city
1283,100001284,Male,Single,33,,139547,Skilled employee/Official,Big city
1284,100001285,Male,Non-single,35,,122895,Skilled employee/Official,Mid-sized city
1285,100001286,Male,Non-single,64,University,154549,Skilled employee/Official,Mid-sized city
1286,100001287,Male,Single,58,High school,,Unemployed,Big city
1287,100001288,Male,Non-single,24,High school,,Unemployed,Big city
1288,100001289,Male,Single,40,High school,115831,Unemployed,Big city
1289,100001290,Male,Single,49,High school,118571,Management/High qualified employee,Big city
1290,100001291,Male,Single,31,High school,138906,Skilled employee/Official,Big city
1291,100001292,Male,Single,46,High school,,Skilled employee/Official,Big city
1292,100001293,Male,Single,46,High school,106576,Skilled employee/Official,Mid-sized city
1293,100001294,Male,Single,49,High school,121592,Skilled employee/Official,Mid-sized city
1294,100001295,Male,,29,High school,135605,Unemployed,Mid-sized city
1295,100001296,Male,Single,37,High school,114552,Skilled employee/Official,Big city
1296,100001297,Male,Single,33,High school,151339,Management/High qualified employee,Mid-sized city
1297,100001298,Male,Single,71,University,170387,Skilled employee/Official,Big city
1298,100001299,Male,Single,35,High school,118288,Skilled employee/Official,Big city
1299,100001300,Male,Single,40,High school,109992,Skilled employee/Official,Big city
1300,100001301,Female,Single,27,High school,90654,Unemployed,Small city
1301,100001302,Female,Single,61,University,113290,Unemployed,Small city
1302,100001303,Female,Non-single,29,High school,100093,Skilled employee/Official,Mid-sized city
1303,100001304,Female,Single,33,High school,109489,Skilled employee/Official,Small city
1304,100001305,Female,Single,56,University,139427,Unemployed,Small city
1305,100001306,Female,Non-single,27,High school,123411,Skilled employee/Official,Mid-sized city
1306,100001307,Female,Non-single,22,High school,,Skilled employee/Official,Small city
1307,100001308,Female,Non-single,19,High school,99119,Skilled employee/Official,Small city
1308,100001309,Female,Non-single,28,High school,91084,Skilled employee/Official,Mid-sized city
1309,100001310,Female,Non-single,24,High school,110137,Skilled employee/Official,Mid-sized city
1310,100001311,Female,Non-single,27,High school,67041,Unemployed,Little town
1311,100001312,Female,Non-single,30,High school,127299,Skilled employee/Official,Mid-sized city
1312,100001313,Female,Single,26,High school,84555,Unemployed,Small city
1313,100001314,Female,Non-single,26,High school,123895,Skilled employee/Official,Small city
1314,100001315,Female,Non-single,23,High school,94324,Skilled employee/Official,Mid-sized city
1315,100001316,Female,Non-single,28,High school,96062,Skilled employee/Official,Small city
1316,100001317,Female,Non-single,67,Graduate school,,Skilled employee/Official,Small city
1317,100001318,Female,Non-single,27,High school,107485,Skilled employee/Official,Mid-sized city
1318,100001319,Female,Non-single,32,High school,,Skilled employee/Official,Small city
1319,100001320,Female,Single,24,High school,107462,Unemployed,Small city
1320,100001321,Female,Non-single,28,High school,115809,Skilled employee/Official,Mid-sized city
1321,100001322,Female,Single,48,University,,Unemployed,Small city
1322,100001323,Female,Non-single,32,High school,139112,Skilled employee/Official,Mid-sized city
1323,100001324,Female,Non-single,25,High school,94075,Skilled employee/Official,Small city
1324,100001325,Female,Non-single,57,University,62002,Unemployed,Small city
1325,100001326,Female,Non-single,28,High school,,Skilled employee/Official,Small city
1326,100001327,Female,Non-single,24,High school,122846,Skilled employee/Official,Mid-sized city
1327,100001328,Female,Non-single,25,High school,61907,Unemployed,Small city
1328,100001329,Female,Single,31,High school,89287,Unemployed,Small city
1329,100001330,Female,Single,,High school,103696,Skilled employee/Official,Mid-sized city
1330,100001331,Female,Non-single,50,University,147603,Skilled employee/Official,Small city
1331,100001332,Female,Non-single,58,University,,Unemployed,Mid-sized city
1332,100001333,Female,Non-single,27,High school,107932,Unemployed,Medium sized city
1333,100001334,Female,Non-single,48,University,116235,Unemployed,Small city
1334,100001335,Female,Married,22,High school,85974,,Small city
1335,100001336,Female,Non-single,40,High school,,Unemployed,Small city
1336,100001337,Female,Married,32,High school,121428,Skilled employee/Official,Small city
1337,100001338,Female,Single,25,High school,93233,Unemployed,Small city
1338,100001339,Female,Non-single,27,High school,,Unemployed,Small city
1339,100001340,Female,Non-single,,High school,88001,Unemployed,Small city
1340,100001341,Female,Non-single,23,High school,129112,Skilled employee/Official,Small city
1341,100001342,Female,Non-single,32,High school,109324,Skilled employee/Official,Mid-sized city
1342,100001343,Female,Non-single,25,High school,112785,Skilled employee/Official,Mid-sized city
1343,100001344,Female,Non-single,46,University,136735,Unemployed,Small city
1344,100001345,Female,Non-single,21,High school,107779,Skilled employee/Official,Mid-sized city
1345,100001346,Female,,29,High school,103526,Skilled employee/Official,Small city
1346,100001347,Female,Non-single,31,High school,93171,Unemployed,Small city
1347,100001348,Female,Single,26,High school,106559,Unemployed,Small city
1348,100001349,Female,Non-single,23,High school,112728,Skilled employee/Official,Mid-sized city
1349,100001350,Female,Single,38,High school,102855,Skilled employee/Official,Mid-sized city
1350,100001351,Female,Single,35,High school,85381,Unemployed,Small city
1351,100001352,Female,Non-single,27,High school,100762,Skilled employee/Official,Mid-sized city
1352,100001353,Female,Non-single,22,High school,131445,Skilled employee/Official,Mid sized city
1353,100001354,Female,Non-single,52,University,,Skilled employee/Official,Small city
1354,100001355,Female,Non-single,19,High school,99519,Skilled employee/Official,Mid-sized city
1355,100001356,Female,Non-single,23,High school,,Skilled employee/Official,Small city
1356,100001357,Female,Single,42,High school,110509,Skilled employee/Official,Small city
1357,100001358,Female,Non-single,27,High school,106446,Skilled employee/Official,Mid-sized city
1358,100001359,Female,Non-single,39,University,89665,Unemployed,Small city
1359,100001360,Female,Non-single,50,University,,Skilled employee/Official,Mid-sized city
1360,100001361,Female,Non-single,36,High school,133615,Skilled employee/Official,Small city
1361,100001362,Female,Non-single,,High school,115833,Skilled employee/Official,Mid-sized city
1362,100001363,Female,Married,27,High school,65560,Unemployed,Small city
1363,100001364,Female,Non-single,30,High school,118642,Skilled employee/Official,Small city
1364,100001365,Female,Single,22,High school,63635,Unemployed,Small city
1365,100001366,Female,Non-single,27,High school,122649,Skilled employee/Official,
1366,100001367,Female,Single,31,High school,143321,Management/High qualified employee,Mid-sized city
1367,100001368,Female,Non-single,29,High school,99556,Skilled employee/Official,Megapolis
1368,100001369,Female,Single,34,High school,36760,Unemployed,Small city
1369,100001370,Female,Single,33,High school,71935,Unemployed,Small city
1370,100001371,Female,Non-single,26,High school,114977,Skilled employee/Official,Small city
1371,100001372,Female,Non-single,36,High school,147691,Skilled employee/Official,Mid-sized city
1372,100001373,Female,Non-single,26,High school,54296,Unemployed,Small city
1373,100001374,Female,Non-single,39,High school,80014,Unemployed,Small city
1374,100001375,Female,Non-single,44,University,77887,Unemployed,Small city
1375,100001376,Female,Non-single,46,University,98517,Unemployed,Small city
1376,100001377,Female,Non-single,,High school,,Unemployed,Small city
1377,100001378,Female,Single,26,High school,121377,Skilled employee/Official,Small city
1378,100001379,Female,Married,22,High school,91359,Skilled employee/Official,Mid-sized city
1379,100001380,Female,Single,48,University,104833,Unemployed,Small city
1380,100001381,Female,Non-single,27,High school,101209,Skilled employee/Official,Small city
1381,100001382,Female,Single,,High school,58207,Unemployed,Small city
1382,100001383,Female,Non-single,27,High school,116708,Skilled employee/Official,Mid sized city
1383,100001384,Female,Non-single,36,High school,107471,Skilled employee/Official,Mid-sized city
1384,100001385,Female,Non-single,31,High school,128495,Skilled employee/Official,Small city
1385,100001386,Female,Single,21,High school,124468,Skilled employee/Official,Small city
1386,100001387,Female,Non-single,26,High school,,Skilled employee/Official,Mid-sized city
1387,100001388,Female,Single,24,High school,104291,Skilled employee/Official,Small city
1388,100001389,Female,,29,High school,98204,Skilled employee/Official,Small city
1389,100001390,Female,Non-single,32,High school,127071,Skilled employee/Official,Small city
1390,100001391,Female,Non-single,45,University,85115,Unemployed,Small city
1391,100001392,Female,Non-single,58,University,104013,Unemployed,Small city
1392,100001393,Female,Non-single,25,High school,89863,Skilled employee/Official,Small city
1393,100001394,Female,Non-single,67,Graduate school,135300,Skilled employee/Official,Small city
1394,100001395,Female,Non-single,53,University,,Unemployed,Small city
1395,100001396,Female,Non-single,24,High school,123994,Skilled employee/Official,Small city
1396,100001397,Female,Single,20,High school,91270,Unemployed,Small city
1397,100001398,Female,Non-single,71,Graduate school,133245,Unemployed,Small city
1398,100001399,Female,Non-single,31,High school,118594,Skilled employee/Official,Mid-sized city
1399,100001400,Female,Non-single,,High school,40606,Unemployed,Small city
1400,100001401,Female,Non-single,,High school,129304,Unemployed,Small city
1401,100001402,Female,Non-single,25,High school,113118,Skilled employee/Official,Small city
1402,100001403,Female,Single,41,High school,133131,Skilled employee/Official,Small city
1403,100001404,Female,Non-single,30,High school,106876,Skilled employee/Official,Mid-sized city
1404,100001405,Female,Non-single,32,High school,130870,Skilled employee/Official,Mid-sized city
1405,100001406,Female,Married,29,High school,125621,Unemployed,Small city
1406,100001407,Female,Single,27,High school,78923,Unemployed,Small city
1407,100001408,Female,Non-single,32,High school,,Skilled employee/Official,Small city
1408,100001409,Female,Non-single,25,High school,75184,Unemployed,Small city
1409,100001410,Female,Single,24,High school,109693,Skilled employee/Official,Small city
1410,100001411,Female,Non-single,63,University,86273,Unemployed,Small city
1411,100001412,Female,Single,42,University,113190,Unemployed,Small city
1412,100001413,Female,Non-single,22,High school,,Unemployed,Small city
1413,100001414,Female,Non-single,46,University,143489,Skilled employee/Official,Medium sized city
1414,100001415,Female,Non-single,24,High school,,Skilled employee/Official,Mid-sized city
1415,100001416,Female,Single,30,High school,139468,Skilled employee/Official,Mid-sized city
1416,100001417,Female,,44,University,108627,Unemployed,Small city
1417,100001418,Female,Single,,High school,,Skilled employee/Official,Small city
1418,100001419,Female,Married,27,High school,96952,Skilled employee/Official,Small city
1419,100001420,Female,Non-single,27,High school,141502,Skilled employee/Official,Mid-sized city
1420,100001421,Female,Non-single,34,High school,110420,Skilled employee/Official,Mid-sized city
1421,100001422,Female,Non-single,18,High school,97741,Skilled employee/Official,Mid-sized city
1422,100001423,Female,Non-single,25,High school,99583,Skilled employee/Official,Medium sized city
1423,100001424,Female,Non-single,21,High school,63698,Unemployed,Small city
1424,100001425,Female,Non-single,26,,116688,Skilled employee/Official,Mid-sized city
1425,100001426,Female,Non-single,27,High school,131542,Management/High qualified employee,Mid-sized city
1426,100001427,Female,Single,25,High school,136055,Skilled employee/Official,Mid-sized city
1427,100001428,Female,Non-single,30,High school,8987,Skilled employee/Official,Mid-sized city
1428,100001429,Female,Single,66,Graduate school,131001,Skilled employee/Official,Small city
1429,100001430,Female,Non-single,25,High school,104062,Skilled employee/Official,Mid-sized city
1430,100001431,Female,Non-single,43,University,,Skilled employee/Official,Small city
1431,100001432,Female,Non-single,35,High school,137705,Skilled employee/Official,Mid-sized city
1432,100001433,Female,Single,70,Graduate school,69915,Unemployed,Small city
1433,100001434,Female,Single,35,High school,68731,Unemployed,Small city
1434,100001435,Female,Non-single,,High school,105726,Skilled employee/Official,Small city
1435,100001436,Female,Single,29,High school,78078,Unemployed,Small city
1436,100001437,Female,Non-single,22,High school,110835,Unemployed,Small city
1437,100001438,Female,Single,26,High school,115531,Skilled employee/Official,Mid-sized city
1438,100001439,Female,Non-single,36,High school,92723,Unemployed,Small city
1439,100001440,Female,Non-single,35,High school,107509,Skilled employee/Official,Mid-sized city
1440,100001441,Female,Non-single,28,High school,116763,Skilled employee/Official,Mid-sized city
1441,100001442,Female,Non-single,24,High school,100733,Skilled employee/Official,Small city
1442,100001443,Female,Non-single,34,High school,,Unemployed,Small city
1443,100001444,Female,Non-single,25,High school,,Skilled employee/Official,Small city
1444,100001445,Female,Married,54,University,51882,Unemployed,Small city
1445,100001446,Female,Single,46,University,104751,Unemployed,
1446,100001447,Female,Non-single,42,High school,50947,Unemployed,Small city
1447,100001448,Female,Single,45,University,126986,Unemployed,Small city
1448,100001449,Female,Single,48,University,110223,Unemployed,Small city
1449,100001450,Female,Single,21,High school,100591,Unemployed,Small city
1450,100001451,Female,Married,31,High school,,Skilled employee/Official,Small city
1451,100001452,Female,Single,35,High school,137736,Skilled employee/Official,Mid-sized city
1452,100001453,Female,Non-single,36,High school,,Skilled employee/Official,Mid-sized city
1453,100001454,Female,Non-single,32,High school,99703,Unemployed,Small city
1454,100001455,Female,Non-single,26,High school,106667,Unemployed,Small city
1455,100001456,Female,Non-single,34,High school,143319,Skilled employee/Official,Small city
1456,100001457,Female,Non-single,65,University,135557,Skilled employee/Official,Medium sized city
1457,100001458,Female,Non-single,50,University,93390,Unemployed,Small city
1458,100001459,Female,Non-single,39,High school,97577,Skilled employee/Official,Small city
1459,100001460,Female,Single,52,University,,Unemployed,
1460,100001461,Female,Non-single,36,High school,81136,Unemployed,Small city
1461,100001462,Female,Married,29,High school,119439,Skilled employee/Official,Small city
1462,100001463,Female,Non-single,36,High school,145231,Skilled employee/Official,Mid-sized city
1463,100001464,Female,Non-single,36,High school,85623,Unemployed,Small city
1464,100001465,Female,Non-single,27,High school,145373,Skilled employee/Official,Mid-sized city
1465,100001466,Female,Non-single,36,,,Management/High qualified employee,Mid-sized city
1466,100001467,Female,Non-single,26,High school,,Skilled employee/Official,Mid-sized city
1467,100001468,Female,Single,57,University,113334,Skilled employee/Official,Mid-sized city
1468,100001469,Female,Single,27,High school,100560,Unemployed,Small city
1469,100001470,Female,Non-single,58,University,108442,Unemployed,Small city
1470,100001471,Female,Non-single,,High school,64472,Unemployed,Small city
1471,100001472,Female,Non-single,49,University,120207,Skilled employee/Official,Small city
1472,100001473,Female,Non-single,43,University,,Skilled employee/Official,Medium sized city
1473,100001474,Female,Single,45,University,92342,Unemployed,Small city
1474,100001475,Female,Non-single,27,High school,98611,Unemployed,Small city
1475,100001476,Female,Non-single,34,High school,450747,Skilled employee/Official,Mid-sized city
1476,100001477,Female,Non-single,21,High school,82298,Unemployed,Small city
1477,100001478,Female,Non-single,54,University,125302,Skilled employee/Official,Mid-sized city
1478,100001479,Female,Non-single,43,University,108725,Unemployed,Small city
1479,100001480,Female,Single,25,High school,85569,,Small city
1480,100001481,Female,Single,57,University,110372,Unemployed,Small city
1481,100001482,Female,Non-single,26,High school,100511,Skilled employee/Official,Mid-sized city
1482,100001483,Female,Single,30,High school,110455,Skilled employee/Official,Small city
1483,100001484,Female,Single,58,University,141993,Unemployed,Small city
1484,100001485,Female,Non-single,25,High school,121789,Skilled employee/Official,Mid-sized city
1485,100001486,Female,Non-single,23,High school,138967,Skilled employee/Official,Small city
1486,100001487,Female,Single,22,High school,105230,Skilled employee/Official,Small city
1487,100001488,Female,Non-single,21,High school,90656,Skilled employee/Official,
1488,100001489,Female,Non-single,20,High school,115445,Skilled employee/Official,Mid-sized city
1489,100001490,Female,Non-single,22,High school,59955,Unemployed,Small city
1490,100001491,Female,Single,27,High school,126268,Skilled employee/Official,Mid-sized city
1491,100001492,Female,Single,24,High school,80830,Unemployed,Small city
1492,100001493,Female,Non-single,23,High school,123625,Skilled employee/Official,Small city
1493,100001494,Female,Non-single,26,High school,102543,Skilled employee/Official,Mid-sized city
1494,100001495,Female,Single,28,High school,101948,Skilled employee/Official,Small city
1495,100001496,Female,Non-single,64,Graduate school,142280,Skilled employee/Official,Small city
1496,100001497,Female,Non-single,26,High school,105434,Skilled employee/Official,Mid-sized city
1497,100001498,Female,Non-single,31,High school,106115,Skilled employee/Official,Mid sized city
1498,100001499,Female,Single,28,High school,,Unemployed,Small city
1499,100001500,Female,Non-single,25,High school,117758,Skilled employee/Official,Mid-sized city
1500,100001501,Female,Single,49,University,118396,Unemployed,Small city
1501,100001502,Female,Married,33,High school,136260,Skilled employee/Official,Mid-sized city
1502,100001503,Female,Single,27,High school,97192,Skilled employee/Official,Small city
1503,100001504,Female,Non-single,59,University,62101,Unemployed,Small city
1504,100001505,Female,Non-single,28,,123497,Skilled employee/Official,Small city
1505,100001506,Female,Non-single,24,High school,,Skilled employee/Official,Mid-sized city
1506,100001507,Female,Non-single,26,High school,66645,Unemployed,Small city
1507,100001508,Female,Single,33,High school,83429,Unemployed,Small city
1508,100001509,Female,Single,37,High school,107539,Skilled employee/Official,Mid-sized city
1509,100001510,Female,Non-single,46,University,153880,Skilled employee/Official,Small city
1510,100001511,Female,Non-single,62,University,140178,Unemployed,Mid-sized city
1511,100001512,Female,Single,26,High school,100402,Unemployed,Small city
1512,100001513,Female,Non-single,49,University,,Unemployed,Small city
1513,100001514,Female,Non-single,25,High school,89331,Unemployed,Small city
1514,100001515,Female,Non-single,37,High school,125359,Unemployed,Small city
1515,100001516,Female,Single,31,High school,124110,Skilled employee/Official,Small city
1516,100001517,Female,Single,25,High school,93526,Unemployed,Small city
1517,100001518,Female,Non-single,21,High school,,Unemployed,Small city
1518,100001519,Female,Non-single,27,High school,82357,Unemployed,Small city
1519,100001520,Female,Non-single,29,High school,126745,Skilled employee/Official,Mid sized city
1520,100001521,Female,Non-single,30,High school,103326,Skilled employee/Official,Medium sized city
1521,100001522,Female,Non-single,26,High school,116048,Skilled employee/Official,Mid-sized city
1522,100001523,Female,Non-single,40,University,,Unemployed,Small city
1523,100001524,Female,Non-single,23,High school,105365,Skilled employee/Official,Mid-sized city
1524,100001525,Female,Non-single,31,High school,95911,Skilled employee/Official,Medium sized city
1525,100001526,Female,Non-single,29,High school,88669,Unemployed,Small city
1526,100001527,Female,Single,22,High school,103776,Unemployed,Small city
1527,100001528,Female,Non-single,26,High school,108864,Skilled employee/Official,Mid-sized city
1528,100001529,Female,Single,39,High school,,Skilled employee/Official,Mid-sized city
1529,100001530,Female,Single,35,High school,84851,Unemployed,Small city
1530,100001531,Female,Non-single,26,High school,95748,Skilled employee/Official,Mid-sized city
1531,100001532,Female,Non-single,28,High school,133616,Skilled employee/Official,Mid-sized city
1532,100001533,Female,Non-single,,University,132752,Skilled employee/Official,Small city
1533,100001534,Female,Non-single,22,High school,95712,Skilled employee/Official,Mid-sized city
1534,100001535,Female,Non-single,26,High school,109063,Skilled employee/Official,Small city
1535,100001536,Female,Single,41,High school,113521,Skilled employee/Official,Small city
1536,100001537,Female,Married,29,High school,,Skilled employee/Official,Mid-sized city
1537,100001538,Female,,42,University,,Unemployed,Small city
1538,100001539,Female,Non-single,50,University,,Skilled employee/Official,Mid-sized city
1539,100001540,Female,Non-single,33,High school,133542,Skilled employee/Official,Small city
1540,100001541,Female,Non-single,28,High school,116492,Skilled employee/Official,Mid-sized city
1541,100001542,Female,Non-single,27,High school,68834,Unemployed,Small city
1542,100001543,Female,Non-single,27,High school,124023,Skilled employee/Official,Small city
1543,100001544,Female,,28,High school,63882,Unemployed,Small city
1544,100001545,Female,Non-single,24,High school,122492,Skilled employee/Official,Mid-sized city
1545,100001546,Female,Single,28,High school,141453,Management/High qualified employee,Mid-sized city
1546,100001547,Female,Non-single,32,High school,99327,Skilled employee/Official,Small city
1547,100001548,Female,Single,32,High school,45590,Unemployed,Small city
1548,100001549,Female,Single,30,High school,,Unemployed,Small city
1549,100001550,Female,Non-single,29,High school,111992,Skilled employee/Official,Small city
1550,100001551,Female,Non-single,37,High school,145140,Skilled employee/Official,Mid-sized city
1551,100001552,Female,Non-single,24,High school,49672,Unemployed,Small city
1552,100001553,Female,Non-single,36,,75536,Unemployed,Small city
1553,100001554,Female,Married,40,University,,Unemployed,Small city
1554,100001555,Female,Non-single,51,University,,Unemployed,Small city
1555,100001556,Female,Non-single,33,High school,106808,Unemployed,Small city
1556,100001557,Female,Single,31,High school,117971,Skilled employee/Official,Small city
1557,100001558,Female,Non-single,29,High school,97731,Skilled employee/Official,Mid-sized city
1558,100001559,Female,Single,48,University,109196,Unemployed,Small city
1559,100001560,Female,Non-single,,High school,94905,Skilled employee/Official,Small city
1560,100001561,Female,Single,28,High school,57480,Unemployed,Small city
1561,100001562,Female,Non-single,23,High school,109175,Skilled employee/Official,Mid-sized city
1562,100001563,Female,Non-single,32,High school,111174,Skilled employee/Official,Mid-sized city
1563,100001564,Female,Non-single,34,High school,127255,Skilled employee/Official,Small city
1564,100001565,Female,Single,23,High school,115499,Skilled employee/Official,Small city
1565,100001566,Female,Non-single,25,High school,,Skilled employee/Official,Mid-sized city
1566,100001567,Female,Single,25,High school,104696,Skilled employee/Official,Small city
1567,100001568,Female,Non-single,27,High school,104467,Skilled employee/Official,Mid sized city
1568,100001569,Female,Non-single,29,High school,,Skilled employee/Official,Small city
1569,100001570,Female,Non-single,46,University,81200,Unemployed,Small city
1570,100001571,Female,Non-single,61,University,97558,Unemployed,Small city
